!CSV A.01.01
!Keysight Technologies,P5004B,MY61400324,A.19.30.21
!Date: Thursday, November 06, 2025 15:38:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S11(DB),S11(DEG)
6674315140.17,-0.46480897,31.174969,-0.46480897,31.174969
6674340880.4741,-0.46825317,31.157736,-0.46825317,31.157736
6674366620.7781,-0.46470526,31.093252,-0.46470526,31.093252
6674392361.0821,-0.47066483,31.060938,-0.47066483,31.060938
6674418101.3861,-0.46632063,31.041548,-0.46632063,31.041548
6674443841.6901,-0.47089911,31.033665,-0.47089911,31.033665
6674469581.9941,-0.46782702,30.946552,-0.46782702,30.946552
6674495322.2981,-0.46550423,30.946583,-0.46550423,30.946583
6674521062.6021,-0.464811,30.911528,-0.464811,30.911528
6674546802.9061,-0.46475828,30.856268,-0.46475828,30.856268
6674572543.2101,-0.4610647,30.835705,-0.4610647,30.835705
6674598283.5141,-0.46462864,30.814444,-0.46462864,30.814444
6674624023.8181,-0.46587193,30.765867,-0.46587193,30.765867
6674649764.1221,-0.45600748,30.748596,-0.45600748,30.748596
6674675504.4261,-0.45952496,30.709812,-0.45952496,30.709812
6674701244.7301,-0.4590781,30.702776,-0.4590781,30.702776
6674726985.0341,-0.46132264,30.631216,-0.46132264,30.631216
6674752725.3381,-0.4578034,30.648115,-0.4578034,30.648115
6674778465.6421,-0.45710278,30.607185,-0.45710278,30.607185
6674804205.9461,-0.45808241,30.545952,-0.45808241,30.545952
6674829946.2502,-0.45608655,30.55406,-0.45608655,30.55406
6674855686.5542,-0.45498776,30.498093,-0.45498776,30.498093
6674881426.8582,-0.45693108,30.493923,-0.45693108,30.493923
6674907167.1622,-0.46258309,30.439436,-0.46258309,30.439436
6674932907.4662,-0.46105289,30.393581,-0.46105289,30.393581
6674958647.7702,-0.45994079,30.343061,-0.45994079,30.343061
6674984388.0742,-0.45708552,30.337706,-0.45708552,30.337706
6675010128.3782,-0.45941648,30.293833,-0.45941648,30.293833
6675035868.6822,-0.45518756,30.27648,-0.45518756,30.27648
6675061608.9862,-0.45586056,30.275484,-0.45586056,30.275484
6675087349.2902,-0.45124906,30.208342,-0.45124906,30.208342
6675113089.5942,-0.45673984,30.166975,-0.45673984,30.166975
6675138829.8982,-0.45108998,30.184792,-0.45108998,30.184792
6675164570.2022,-0.45248309,30.117025,-0.45248309,30.117025
6675190310.5062,-0.45049581,30.117659,-0.45049581,30.117659
6675216050.8102,-0.45003322,30.090519,-0.45003322,30.090519
6675241791.1142,-0.44553518,30.020273,-0.44553518,30.020273
6675267531.4182,-0.44580624,30.00359,-0.44580624,30.00359
6675293271.7222,-0.4516865,29.992266,-0.4516865,29.992266
6675319012.0263,-0.44500259,29.98671,-0.44500259,29.98671
6675344752.3303,-0.44458619,29.91394,-0.44458619,29.91394
6675370492.6343,-0.44296944,29.89764,-0.44296944,29.89764
6675396232.9383,-0.44100285,29.868155,-0.44100285,29.868155
6675421973.2423,-0.4397724,29.843788,-0.4397724,29.843788
6675447713.5463,-0.4350718,29.824625,-0.4350718,29.824625
6675473453.8503,-0.43626657,29.781452,-0.43626657,29.781452
6675499194.1543,-0.43674114,29.741854,-0.43674114,29.741854
6675524934.4583,-0.4435944,29.703024,-0.4435944,29.703024
6675550674.7623,-0.43852109,29.703684,-0.43852109,29.703684
6675576415.0663,-0.43938658,29.664352,-0.43938658,29.664352
6675602155.3703,-0.43111262,29.653683,-0.43111262,29.653683
6675627895.6743,-0.43629318,29.61375,-0.43629318,29.61375
6675653635.9783,-0.43168956,29.605042,-0.43168956,29.605042
6675679376.2823,-0.43560061,29.532404,-0.43560061,29.532404
6675705116.5863,-0.4377394,29.552879,-0.4377394,29.552879
6675730856.8903,-0.43726727,29.48381,-0.43726727,29.48381
6675756597.1943,-0.43575656,29.440207,-0.43575656,29.440207
6675782337.4983,-0.42858964,29.436916,-0.42858964,29.436916
6675808077.8024,-0.42989439,29.385042,-0.42989439,29.385042
6675833818.1064,-0.43248731,29.385199,-0.43248731,29.385199
6675859558.4104,-0.42692572,29.37146,-0.42692572,29.37146
6675885298.7144,-0.43036169,29.318533,-0.43036169,29.318533
6675911039.0184,-0.43337247,29.281752,-0.43337247,29.281752
6675936779.3224,-0.42607585,29.294006,-0.42607585,29.294006
6675962519.6264,-0.42950544,29.205202,-0.42950544,29.205202
6675988259.9304,-0.42309609,29.218115,-0.42309609,29.218115
6676014000.2344,-0.42225325,29.171879,-0.42225325,29.171879
6676039740.5384,-0.42429757,29.149172,-0.42429757,29.149172
6676065480.8424,-0.4281337,29.130341,-0.4281337,29.130341
6676091221.1464,-0.42558277,29.072027,-0.42558277,29.072027
6676116961.4504,-0.43083391,29.042191,-0.43083391,29.042191
6676142701.7544,-0.42375329,29.035753,-0.42375329,29.035753
6676168442.0584,-0.43086934,28.996134,-0.43086934,28.996134
6676194182.3624,-0.42362401,28.98498,-0.42362401,28.98498
6676219922.6664,-0.42279279,28.955757,-0.42279279,28.955757
6676245662.9704,-0.42089292,28.907078,-0.42089292,28.907078
6676271403.2744,-0.41787824,28.860426,-0.41787824,28.860426
6676297143.5785,-0.41469589,28.86982,-0.41469589,28.86982
6676322883.8825,-0.4223845,28.808762,-0.4223845,28.808762
6676348624.1865,-0.42619807,28.788002,-0.42619807,28.788002
6676374364.4905,-0.425872,28.737885,-0.425872,28.737885
6676400104.7945,-0.42085785,28.732847,-0.42085785,28.732847
6676425845.0985,-0.41777563,28.698153,-0.41777563,28.698153
6676451585.4025,-0.42310238,28.668497,-0.42310238,28.668497
6676477325.7065,-0.41655144,28.608223,-0.41655144,28.608223
6676503066.0105,-0.41420779,28.608633,-0.41420779,28.608633
6676528806.3145,-0.41117382,28.585695,-0.41117382,28.585695
6676554546.6185,-0.42277396,28.581995,-0.42277396,28.581995
6676580286.9225,-0.42221245,28.513195,-0.42221245,28.513195
6676606027.2265,-0.42282474,28.495373,-0.42282474,28.495373
6676631767.5305,-0.42077655,28.476414,-0.42077655,28.476414
6676657507.8345,-0.41681871,28.424885,-0.41681871,28.424885
6676683248.1385,-0.42116073,28.380966,-0.42116073,28.380966
6676708988.4425,-0.4219209,28.367035,-0.4219209,28.367035
6676734728.7465,-0.41471583,28.344725,-0.41471583,28.344725
6676760469.0505,-0.41976595,28.286774,-0.41976595,28.286774
6676786209.3546,-0.42149159,28.249453,-0.42149159,28.249453
6676811949.6586,-0.42047539,28.270966,-0.42047539,28.270966
6676837689.9626,-0.41998607,28.256105,-0.41998607,28.256105
6676863430.2666,-0.41848904,28.200562,-0.41848904,28.200562
6676889170.5706,-0.41534242,28.172661,-0.41534242,28.172661
6676914910.8746,-0.42641568,28.11853,-0.42641568,28.11853
6676940651.1786,-0.4131819,28.084129,-0.4131819,28.084129
6676966391.4826,-0.41714382,28.059303,-0.41714382,28.059303
6676992131.7866,-0.41383645,28.014818,-0.41383645,28.014818
6677017872.0906,-0.41853863,28.047815,-0.41853863,28.047815
6677043612.3946,-0.41708085,27.962482,-0.41708085,27.962482
6677069352.6986,-0.41718459,27.953659,-0.41718459,27.953659
6677095093.0026,-0.41399592,27.929871,-0.41399592,27.929871
6677120833.3066,-0.41792041,27.896971,-0.41792041,27.896971
6677146573.6106,-0.4148753,27.885759,-0.4148753,27.885759
6677172313.9146,-0.41580018,27.832703,-0.41580018,27.832703
6677198054.2186,-0.41723472,27.803993,-0.41723472,27.803993
6677223794.5226,-0.41393498,27.798882,-0.41393498,27.798882
6677249534.8266,-0.41797227,27.778574,-0.41797227,27.778574
6677275275.1307,-0.41570646,27.745085,-0.41570646,27.745085
6677301015.4347,-0.42239735,27.675663,-0.42239735,27.675663
6677326755.7387,-0.42046997,27.635241,-0.42046997,27.635241
6677352496.0427,-0.41674119,27.661989,-0.41674119,27.661989
6677378236.3467,-0.42350557,27.576868,-0.42350557,27.576868
6677403976.6507,-0.41347829,27.587385,-0.41347829,27.587385
6677429716.9547,-0.41512766,27.576933,-0.41512766,27.576933
6677455457.2587,-0.41878578,27.515249,-0.41878578,27.515249
6677481197.5627,-0.41548654,27.493315,-0.41548654,27.493315
6677506937.8667,-0.41213804,27.483408,-0.41213804,27.483408
6677532678.1707,-0.4111371,27.416471,-0.4111371,27.416471
6677558418.4747,-0.41268227,27.422361,-0.41268227,27.422361
6677584158.7787,-0.4126114,27.41431,-0.4126114,27.41431
6677609899.0827,-0.41750205,27.331003,-0.41750205,27.331003
6677635639.3867,-0.41291484,27.319199,-0.41291484,27.319199
6677661379.6907,-0.41519287,27.274563,-0.41519287,27.274563
6677687119.9947,-0.41274121,27.27669,-0.41274121,27.27669
6677712860.2987,-0.42168471,27.243601,-0.42168471,27.243601
6677738600.6027,-0.40713829,27.231089,-0.40713829,27.231089
6677764340.9068,-0.41393411,27.192875,-0.41393411,27.192875
6677790081.2108,-0.41365507,27.167007,-0.41365507,27.167007
6677815821.5148,-0.41586655,27.118547,-0.41586655,27.118547
6677841561.8188,-0.41688937,27.115398,-0.41688937,27.115398
6677867302.1228,-0.42012292,27.079428,-0.42012292,27.079428
6677893042.4268,-0.40948582,27.058542,-0.40948582,27.058542
6677918782.7308,-0.41447917,26.978704,-0.41447917,26.978704
6677944523.0348,-0.4124406,26.997213,-0.4124406,26.997213
6677970263.3388,-0.4116576,26.983706,-0.4116576,26.983706
6677996003.6428,-0.40610242,26.932159,-0.40610242,26.932159
6678021743.9468,-0.4112148,26.944576,-0.4112148,26.944576
6678047484.2508,-0.41607794,26.882341,-0.41607794,26.882341
6678073224.5548,-0.41556746,26.847973,-0.41556746,26.847973
6678098964.8588,-0.4094224,26.831684,-0.4094224,26.831684
6678124705.1628,-0.41123357,26.817942,-0.41123357,26.817942
6678150445.4668,-0.40414393,26.76026,-0.40414393,26.76026
6678176185.7708,-0.41181841,26.71452,-0.41181841,26.71452
6678201926.0748,-0.41053757,26.71583,-0.41053757,26.71583
6678227666.3788,-0.41692156,26.705393,-0.41692156,26.705393
6678253406.6829,-0.40825659,26.662264,-0.40825659,26.662264
6678279146.9869,-0.40569997,26.625912,-0.40569997,26.625912
6678304887.2909,-0.40549704,26.636387,-0.40549704,26.636387
6678330627.5949,-0.40590316,26.605734,-0.40590316,26.605734
6678356367.8989,-0.41886047,26.560865,-0.41886047,26.560865
6678382108.2029,-0.412072,26.494789,-0.412072,26.494789
6678407848.5069,-0.41014296,26.537991,-0.41014296,26.537991
6678433588.8109,-0.41177601,26.496302,-0.41177601,26.496302
6678459329.1149,-0.40046349,26.482908,-0.40046349,26.482908
6678485069.4189,-0.40616295,26.426043,-0.40616295,26.426043
6678510809.7229,-0.41529286,26.407196,-0.41529286,26.407196
6678536550.0269,-0.40638411,26.35924,-0.40638411,26.35924
6678562290.3309,-0.40446725,26.351416,-0.40446725,26.351416
6678588030.6349,-0.40967214,26.319336,-0.40967214,26.319336
6678613770.9389,-0.40776947,26.329599,-0.40776947,26.329599
6678639511.2429,-0.40674084,26.274366,-0.40674084,26.274366
6678665251.5469,-0.40115902,26.253403,-0.40115902,26.253403
6678690991.8509,-0.40353656,26.213127,-0.40353656,26.213127
6678716732.1549,-0.40680254,26.220516,-0.40680254,26.220516
6678742472.459,-0.41005817,26.168558,-0.41005817,26.168558
6678768212.763,-0.40163201,26.166893,-0.40163201,26.166893
6678793953.067,-0.40187734,26.157457,-0.40187734,26.157457
6678819693.371,-0.41086537,26.075964,-0.41086537,26.075964
6678845433.675,-0.40766597,26.122702,-0.40766597,26.122702
6678871173.979,-0.40513188,26.055141,-0.40513188,26.055141
6678896914.283,-0.40671867,26.05521,-0.40671867,26.05521
6678922654.587,-0.40482584,26.035782,-0.40482584,26.035782
6678948394.891,-0.40483749,26.004604,-0.40483749,26.004604
6678974135.195,-0.4036783,25.97443,-0.4036783,25.97443
6678999875.499,-0.40612403,25.934935,-0.40612403,25.934935
6679025615.803,-0.40640542,25.935537,-0.40640542,25.935537
6679051356.107,-0.4075875,25.913141,-0.4075875,25.913141
6679077096.411,-0.40243649,25.859488,-0.40243649,25.859488
6679102836.715,-0.40322977,25.853798,-0.40322977,25.853798
6679128577.019,-0.40248933,25.828079,-0.40248933,25.828079
6679154317.323,-0.39736876,25.762823,-0.39736876,25.762823
6679180057.627,-0.40084699,25.726778,-0.40084699,25.726778
6679205797.931,-0.40382347,25.732681,-0.40382347,25.732681
6679231538.2351,-0.4048551,25.690508,-0.4048551,25.690508
6679257278.5391,-0.40253532,25.684736,-0.40253532,25.684736
6679283018.8431,-0.40576419,25.688829,-0.40576419,25.688829
6679308759.1471,-0.3985762,25.628979,-0.3985762,25.628979
6679334499.4511,-0.39812279,25.594086,-0.39812279,25.594086
6679360239.7551,-0.39919451,25.602692,-0.39919451,25.602692
6679385980.0591,-0.39979476,25.547855,-0.39979476,25.547855
6679411720.3631,-0.39976126,25.539513,-0.39976126,25.539513
6679437460.6671,-0.3971549,25.525087,-0.3971549,25.525087
6679463200.9711,-0.40280172,25.493595,-0.40280172,25.493595
6679488941.2751,-0.39429495,25.467072,-0.39429495,25.467072
6679514681.5791,-0.40029147,25.471497,-0.40029147,25.471497
6679540421.8831,-0.39356396,25.44791,-0.39356396,25.44791
6679566162.1871,-0.39542839,25.413198,-0.39542839,25.413198
6679591902.4911,-0.395495,25.391918,-0.395495,25.391918
6679617642.7951,-0.40161186,25.358427,-0.40161186,25.358427
6679643383.0991,-0.38913846,25.335251,-0.38913846,25.335251
6679669123.4031,-0.39832452,25.299555,-0.39832452,25.299555
6679694863.7071,-0.3999503,25.307722,-0.3999503,25.307722
6679720604.0111,-0.39706525,25.256824,-0.39706525,25.256824
6679746344.3152,-0.39952257,25.202097,-0.39952257,25.202097
6679772084.6192,-0.39005899,25.229881,-0.39005899,25.229881
6679797824.9232,-0.39834723,25.163191,-0.39834723,25.163191
6679823565.2272,-0.39388564,25.181292,-0.39388564,25.181292
6679849305.5312,-0.39274839,25.14677,-0.39274839,25.14677
6679875045.8352,-0.3978354,25.09568,-0.3978354,25.09568
6679900786.1392,-0.39532462,25.08679,-0.39532462,25.08679
6679926526.4432,-0.39664266,25.054087,-0.39664266,25.054087
6679952266.7472,-0.38413823,25.039818,-0.38413823,25.039818
6679978007.0512,-0.39119923,24.997192,-0.39119923,24.997192
6680003747.3552,-0.3908143,24.994682,-0.3908143,24.994682
6680029487.6592,-0.39659727,24.954845,-0.39659727,24.954845
6680055227.9632,-0.39438283,24.96142,-0.39438283,24.96142
6680080968.2672,-0.39325109,24.909492,-0.39325109,24.909492
6680106708.5712,-0.3886849,24.922483,-0.3886849,24.922483
6680132448.8752,-0.39642936,24.899721,-0.39642936,24.899721
6680158189.1792,-0.38923952,24.850166,-0.38923952,24.850166
6680183929.4832,-0.38966283,24.812492,-0.38966283,24.812492
6680209669.7872,-0.38752806,24.787149,-0.38752806,24.787149
6680235410.0913,-0.38898697,24.78817,-0.38898697,24.78817
6680261150.3953,-0.38616666,24.791737,-0.38616666,24.791737
6680286890.6993,-0.38749805,24.734182,-0.38749805,24.734182
6680312631.0033,-0.38703364,24.735584,-0.38703364,24.735584
6680338371.3073,-0.38505572,24.65169,-0.38505572,24.65169
6680364111.6113,-0.39039853,24.665524,-0.39039853,24.665524
6680389851.9153,-0.38687375,24.632498,-0.38687375,24.632498
6680415592.2193,-0.39104798,24.619673,-0.39104798,24.619673
6680441332.5233,-0.38305044,24.552591,-0.38305044,24.552591
6680467072.8273,-0.3859669,24.570122,-0.3859669,24.570122
6680492813.1313,-0.38682538,24.561878,-0.38682538,24.561878
6680518553.4353,-0.38716212,24.492905,-0.38716212,24.492905
6680544293.7393,-0.38056907,24.482473,-0.38056907,24.482473
6680570034.0433,-0.39253643,24.474571,-0.39253643,24.474571
6680595774.3473,-0.38676256,24.425573,-0.38676256,24.425573
6680621514.6513,-0.38587299,24.413479,-0.38587299,24.413479
6680647254.9553,-0.37699154,24.387058,-0.37699154,24.387058
6680672995.2593,-0.37651387,24.384914,-0.37651387,24.384914
6680698735.5633,-0.38262409,24.350525,-0.38262409,24.350525
6680724475.8674,-0.38078579,24.276514,-0.38078579,24.276514
6680750216.1714,-0.38550013,24.287535,-0.38550013,24.287535
6680775956.4754,-0.38264671,24.283455,-0.38264671,24.283455
6680801696.7794,-0.3837395,24.253195,-0.3837395,24.253195
6680827437.0834,-0.37733123,24.21574,-0.37733123,24.21574
6680853177.3874,-0.37899631,24.210796,-0.37899631,24.210796
6680878917.6914,-0.37580875,24.148306,-0.37580875,24.148306
6680904657.9954,-0.37265423,24.134581,-0.37265423,24.134581
6680930398.2994,-0.37471542,24.129156,-0.37471542,24.129156
6680956138.6034,-0.37598994,24.071402,-0.37598994,24.071402
6680981878.9074,-0.37351233,24.112749,-0.37351233,24.112749
6681007619.2114,-0.37757462,24.065357,-0.37757462,24.065357
6681033359.5154,-0.37366581,24.027767,-0.37366581,24.027767
6681059099.8194,-0.37730777,23.992893,-0.37730777,23.992893
6681084840.1234,-0.37573054,23.985096,-0.37573054,23.985096
6681110580.4274,-0.37282854,23.955275,-0.37282854,23.955275
6681136320.7314,-0.375126,23.931616,-0.375126,23.931616
6681162061.0354,-0.37280205,23.896509,-0.37280205,23.896509
6681187801.3394,-0.37589538,23.898479,-0.37589538,23.898479
6681213541.6435,-0.37199682,23.851606,-0.37199682,23.851606
6681239281.9475,-0.37427041,23.84804,-0.37427041,23.84804
6681265022.2515,-0.37042463,23.808786,-0.37042463,23.808786
6681290762.5555,-0.37027606,23.787979,-0.37027606,23.787979
6681316502.8595,-0.37196299,23.75713,-0.37196299,23.75713
6681342243.1635,-0.37067553,23.784775,-0.37067553,23.784775
6681367983.4675,-0.376692,23.677738,-0.376692,23.677738
6681393723.7715,-0.37553242,23.72382,-0.37553242,23.72382
6681419464.0755,-0.37521407,23.697601,-0.37521407,23.697601
6681445204.3795,-0.37262744,23.681181,-0.37262744,23.681181
6681470944.6835,-0.37240914,23.624548,-0.37240914,23.624548
6681496684.9875,-0.37316874,23.613951,-0.37316874,23.613951
6681522425.2915,-0.36820489,23.546289,-0.36820489,23.546289
6681548165.5955,-0.37061265,23.563135,-0.37061265,23.563135
6681573905.8995,-0.36366382,23.54184,-0.36366382,23.54184
6681599646.2035,-0.37323955,23.459898,-0.37323955,23.459898
6681625386.5075,-0.36453,23.492714,-0.36453,23.492714
6681651126.8115,-0.37186033,23.481699,-0.37186033,23.481699
6681676867.1155,-0.3649343,23.482378,-0.3649343,23.482378
6681702607.4196,-0.36650899,23.44602,-0.36650899,23.44602
6681728347.7236,-0.37073275,23.42429,-0.37073275,23.42429
6681754088.0276,-0.36337674,23.37582,-0.36337674,23.37582
6681779828.3316,-0.36543885,23.348154,-0.36543885,23.348154
6681805568.6356,-0.36684757,23.346636,-0.36684757,23.346636
6681831308.9396,-0.36900038,23.288446,-0.36900038,23.288446
6681857049.2436,-0.36664334,23.279316,-0.36664334,23.279316
6681882789.5476,-0.37078351,23.292362,-0.37078351,23.292362
6681908529.8516,-0.36858669,23.208118,-0.36858669,23.208118
6681934270.1556,-0.37055486,23.167912,-0.37055486,23.167912
6681960010.4596,-0.35987607,23.211655,-0.35987607,23.211655
6681985750.7636,-0.36819166,23.160982,-0.36819166,23.160982
6682011491.0676,-0.36836803,23.141884,-0.36836803,23.141884
6682037231.3716,-0.36512348,23.16675,-0.36512348,23.16675
6682062971.6756,-0.36508182,23.118559,-0.36508182,23.118559
6682088711.9796,-0.35770303,23.096371,-0.35770303,23.096371
6682114452.2836,-0.36011088,23.040367,-0.36011088,23.040367
6682140192.5876,-0.36477128,23.065443,-0.36477128,23.065443
6682165932.8916,-0.36172521,23.006939,-0.36172521,23.006939
6682191673.1957,-0.36386451,22.957413,-0.36386451,22.957413
6682217413.4997,-0.36185578,22.927765,-0.36185578,22.927765
6682243153.8037,-0.36108211,22.897394,-0.36108211,22.897394
6682268894.1077,-0.36651209,22.89089,-0.36651209,22.89089
6682294634.4117,-0.3609561,22.890581,-0.3609561,22.890581
6682320374.7157,-0.36414489,22.870552,-0.36414489,22.870552
6682346115.0197,-0.35063475,22.828966,-0.35063475,22.828966
6682371855.3237,-0.35991207,22.81757,-0.35991207,22.81757
6682397595.6277,-0.36473015,22.749866,-0.36473015,22.749866
6682423335.9317,-0.36305588,22.736135,-0.36305588,22.736135
6682449076.2357,-0.36283132,22.724264,-0.36283132,22.724264
6682474816.5397,-0.36683574,22.715969,-0.36683574,22.715969
6682500556.8437,-0.3598783,22.688881,-0.3598783,22.688881
6682526297.1477,-0.35706782,22.653807,-0.35706782,22.653807
6682552037.4517,-0.35356492,22.631907,-0.35356492,22.631907
6682577777.7557,-0.35970479,22.609955,-0.35970479,22.609955
6682603518.0597,-0.36544898,22.586988,-0.36544898,22.586988
6682629258.3637,-0.36667067,22.575058,-0.36667067,22.575058
6682654998.6677,-0.35920906,22.541876,-0.35920906,22.541876
6682680738.9718,-0.35869452,22.514854,-0.35869452,22.514854
6682706479.2758,-0.35754871,22.466106,-0.35754871,22.466106
6682732219.5798,-0.36185408,22.439871,-0.36185408,22.439871
6682757959.8838,-0.35935724,22.39823,-0.35935724,22.39823
6682783700.1878,-0.36299849,22.393707,-0.36299849,22.393707
6682809440.4918,-0.35775757,22.387787,-0.35775757,22.387787
6682835180.7958,-0.3624379,22.362003,-0.3624379,22.362003
6682860921.0998,-0.35704562,22.328314,-0.35704562,22.328314
6682886661.4038,-0.35660216,22.304695,-0.35660216,22.304695
6682912401.7078,-0.35601488,22.271685,-0.35601488,22.271685
6682938142.0118,-0.36190864,22.261591,-0.36190864,22.261591
6682963882.3158,-0.35626495,22.248495,-0.35626495,22.248495
6682989622.6198,-0.36433631,22.23624,-0.36433631,22.23624
6683015362.9238,-0.36836013,22.211636,-0.36836013,22.211636
6683041103.2278,-0.36029792,22.209517,-0.36029792,22.209517
6683066843.5318,-0.36451113,22.150902,-0.36451113,22.150902
6683092583.8358,-0.36315385,22.128059,-0.36315385,22.128059
6683118324.1398,-0.35843417,22.088608,-0.35843417,22.088608
6683144064.4438,-0.36005268,22.092812,-0.36005268,22.092812
6683169804.7479,-0.35941488,22.063818,-0.35941488,22.063818
6683195545.0519,-0.35993624,22.021839,-0.35993624,22.021839
6683221285.3559,-0.36296922,22.039602,-0.36296922,22.039602
6683247025.6599,-0.36103654,22.006847,-0.36103654,22.006847
6683272765.9639,-0.35052869,22.0068,-0.35052869,22.0068
6683298506.2679,-0.35980773,21.981894,-0.35980773,21.981894
6683324246.5719,-0.36248884,21.95356,-0.36248884,21.95356
6683349986.8759,-0.36379948,21.876665,-0.36379948,21.876665
6683375727.1799,-0.36301115,21.896198,-0.36301115,21.896198
6683401467.4839,-0.35400555,21.913437,-0.35400555,21.913437
6683427207.7879,-0.36144361,21.840992,-0.36144361,21.840992
6683452948.0919,-0.35859555,21.842203,-0.35859555,21.842203
6683478688.3959,-0.35940364,21.840717,-0.35940364,21.840717
6683504428.6999,-0.36078084,21.802919,-0.36078084,21.802919
6683530169.0039,-0.35492653,21.773417,-0.35492653,21.773417
6683555909.3079,-0.35929537,21.742615,-0.35929537,21.742615
6683581649.6119,-0.35734072,21.780624,-0.35734072,21.780624
6683607389.9159,-0.35565805,21.682789,-0.35565805,21.682789
6683633130.2199,-0.35862565,21.688358,-0.35862565,21.688358
6683658870.524,-0.358823,21.690968,-0.358823,21.690968
6683684610.828,-0.35428247,21.675524,-0.35428247,21.675524
6683710351.132,-0.35567436,21.634525,-0.35567436,21.634525
6683736091.436,-0.35447204,21.610521,-0.35447204,21.610521
6683761831.74,-0.35813507,21.586056,-0.35813507,21.586056
6683787572.044,-0.35199714,21.566494,-0.35199714,21.566494
6683813312.348,-0.35589996,21.589512,-0.35589996,21.589512
6683839052.652,-0.35391033,21.556765,-0.35391033,21.556765
6683864792.956,-0.35170633,21.493212,-0.35170633,21.493212
6683890533.26,-0.35421982,21.500422,-0.35421982,21.500422
6683916273.564,-0.35338941,21.441969,-0.35338941,21.441969
6683942013.868,-0.35503665,21.428364,-0.35503665,21.428364
6683967754.172,-0.3652699,21.433428,-0.3652699,21.433428
6683993494.476,-0.35667607,21.419701,-0.35667607,21.419701
6684019234.78,-0.35843307,21.390289,-0.35843307,21.390289
6684044975.084,-0.35228965,21.345478,-0.35228965,21.345478
6684070715.388,-0.34659618,21.339893,-0.34659618,21.339893
6684096455.692,-0.35351157,21.313475,-0.35351157,21.313475
6684122195.996,-0.35596657,21.304377,-0.35596657,21.304377
6684147936.3001,-0.34875694,21.284443,-0.34875694,21.284443
6684173676.6041,-0.35092774,21.268129,-0.35092774,21.268129
6684199416.9081,-0.35096872,21.223991,-0.35096872,21.223991
6684225157.2121,-0.3511169,21.219776,-0.3511169,21.219776
6684250897.5161,-0.34545019,21.215841,-0.34545019,21.215841
6684276637.8201,-0.34399518,21.209618,-0.34399518,21.209618
6684302378.1241,-0.34587488,21.134867,-0.34587488,21.134867
6684328118.4281,-0.34780276,21.168171,-0.34780276,21.168171
6684353858.7321,-0.3468959,21.105589,-0.3468959,21.105589
6684379599.0361,-0.34439194,21.095716,-0.34439194,21.095716
6684405339.3401,-0.34887081,21.077919,-0.34887081,21.077919
6684431079.6441,-0.35326305,21.047247,-0.35326305,21.047247
6684456819.9481,-0.34377608,21.027266,-0.34377608,21.027266
6684482560.2521,-0.34141001,21.033134,-0.34141001,21.033134
6684508300.5561,-0.34271318,21.000778,-0.34271318,21.000778
6684534040.8601,-0.34785801,20.995052,-0.34785801,20.995052
6684559781.1641,-0.34160548,20.962311,-0.34160548,20.962311
6684585521.4681,-0.34197795,20.952026,-0.34197795,20.952026
6684611261.7721,-0.33956164,20.881527,-0.33956164,20.881527
6684637002.0762,-0.34400386,20.879107,-0.34400386,20.879107
6684662742.3802,-0.34407952,20.886063,-0.34407952,20.886063
6684688482.6842,-0.33331066,20.848307,-0.33331066,20.848307
6684714222.9882,-0.33663979,20.8402,-0.33663979,20.8402
6684739963.2922,-0.33913395,20.800676,-0.33913395,20.800676
6684765703.5962,-0.34069094,20.792479,-0.34069094,20.792479
6684791443.9002,-0.33799553,20.765017,-0.33799553,20.765017
6684817184.2042,-0.33870798,20.745739,-0.33870798,20.745739
6684842924.5082,-0.33892545,20.72768,-0.33892545,20.72768
6684868664.8122,-0.3433533,20.703506,-0.3433533,20.703506
6684894405.1162,-0.33530599,20.663317,-0.33530599,20.663317
6684920145.4202,-0.33471489,20.694601,-0.33471489,20.694601
6684945885.7242,-0.337852,20.67112,-0.337852,20.67112
6684971626.0282,-0.33217266,20.618185,-0.33217266,20.618185
6684997366.3322,-0.33346245,20.603437,-0.33346245,20.603437
6685023106.6362,-0.33890754,20.618189,-0.33890754,20.618189
6685048846.9402,-0.33198711,20.572119,-0.33198711,20.572119
6685074587.2442,-0.3376385,20.549044,-0.3376385,20.549044
6685100327.5482,-0.34016263,20.520903,-0.34016263,20.520903
6685126067.8523,-0.33770874,20.535131,-0.33770874,20.535131
6685151808.1563,-0.33736098,20.505636,-0.33736098,20.505636
6685177548.4603,-0.33256528,20.510712,-0.33256528,20.510712
6685203288.7643,-0.33741021,20.447479,-0.33741021,20.447479
6685229029.0683,-0.33581495,20.44817,-0.33581495,20.44817
6685254769.3723,-0.33698469,20.407602,-0.33698469,20.407602
6685280509.6763,-0.34192809,20.376913,-0.34192809,20.376913
6685306249.9803,-0.33823588,20.36928,-0.33823588,20.36928
6685331990.2843,-0.33510688,20.374678,-0.33510688,20.374678
6685357730.5883,-0.3414523,20.319284,-0.3414523,20.319284
6685383470.8923,-0.33629602,20.298046,-0.33629602,20.298046
6685409211.1963,-0.34121147,20.289259,-0.34121147,20.289259
6685434951.5003,-0.33480352,20.274799,-0.33480352,20.274799
6685460691.8043,-0.33685881,20.258373,-0.33685881,20.258373
6685486432.1083,-0.33465225,20.23391,-0.33465225,20.23391
